name,isin,url
JPMorgan Asia Growth & Income Ord,GB0001320778,https://www.direct.aviva.co.uk/wealth/InvestmentTrustSearch/InvestmentTrustDetails/E0GBR00Y7H/GB0001320778
JPMorgan China Growth & Income Ord,GB0003435012,https://www.direct.aviva.co.uk/wealth/InvestmentTrustSearch/InvestmentTrustDetails/E0GBR01Q4P/GB0003435012
JPMorgan Claverhouse Ord,GB0003422184,https://www.direct.aviva.co.uk/wealth/InvestmentTrustSearch/InvestmentTrustDetails/E0GBR01ABG/GB0003422184
JPMorgan Emerg EMEA Sec Plc,GB0032164732,https://www.direct.aviva.co.uk/wealth/InvestmentTrustSearch/InvestmentTrustDetails/F0GBR06X0O/GB0032164732
JPMorgan Emerging Markets Div Inc,GB00B5ZZY915,https://www.direct.aviva.co.uk/wealth/InvestmentTrustSearch/InvestmentTrustDetails/F00000J8GU/GB00B5ZZY915
JPMorgan Emerging Markets Growth & Inc,GB00BMXWN182,https://www.direct.aviva.co.uk/wealth/InvestmentTrustSearch/InvestmentTrustDetails/F000000JUY/GB00BMXWN182
JPMorgan European Discovery Ord,GB00BMTS0Z37,https://www.direct.aviva.co.uk/wealth/InvestmentTrustSearch/InvestmentTrustDetails/E0GBR00VWD/GB00BMTS0Z37
JPMorgan European Growth & Income Ord,GB00BPR9Y246,https://www.direct.aviva.co.uk/wealth/InvestmentTrustSearch/InvestmentTrustDetails/F000000EWI/GB00BPR9Y246
JPMorgan Global Core Real Assets Ord,GG00BWPKR307,https://www.direct.aviva.co.uk/wealth/InvestmentTrustSearch/InvestmentTrustDetails/F0000146Y9/GG00BWPKR307
JPMorgan Global Growth & Income Ord,GB00BYMKY695,https://www.direct.aviva.co.uk/wealth/InvestmentTrustSearch/InvestmentTrustDetails/E0GBR00VWJ/GB00BYMKY695
