name,isin,url
Alliance Bernstein American Growth Portfolio Class l GBP Accumulation,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/BNM5Q72/SelfSelectFund
Alliance Bernstein Concentrated US Equity Portfolio Class I Unhedged Accumulation,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/BMWWMG7/SelfSelectFund
Alliance Bernstein Emerging Markets Multi-Asset Portfolio Class I Unhedged Accumulation,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/BMWWMJ0/SelfSelectFund
Alliance Bernstein International Healthcare Portfolio Class I Accumulation,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/BKP52N6/SelfSelectFund
Alliance Bernstein Low Volatility Equity Portfolio Class PTF I Accumulation,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/BMWWMK1/SelfSelectFund
Alliance Bernstein Short Duration High Yield Portfolio Class I2 Accumulation,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/BWNGYX9/SelfSelectFund
Alliance Bernstein Sustainable Global Thematic Credit Portfolio Class I2 GBP H Income,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/BL5GMW5/SelfSelectFund
Alliance Bernstein Sustainable Global Thematic Portfolio Class I Accumulation,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/BKC9H47/SelfSelectFund
Alliance Bernstein Sustainable US Thematic Portfolio Class I (Hedged) Accumulation,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/BP9QZD1/SelfSelectFund
Allianz Global Investors (Lux) All China Equity Class PT Accumulation,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/BKV0LP0/SelfSelectFund
Arbrook Investors Limited Arbrook American Equities B2 Income,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/BZ60K31/SelfSelectFund
Artemis Corporate Bond Class I Accumulation,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/BFZ91W5/SelfSelectFund
Artemis Corporate Bond Class I Income,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/BKPWGV3/SelfSelectFund
Artemis Global Income Class I Accumulation,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/B5ZX1M7/SelfSelectFund
Artemis Global Income Class I Income,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/B5N9956/SelfSelectFund
Artemis High Income Class I Monthly Income,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/BJT0KR0/SelfSelectFund
Artemis High Income Class I Quarterly Accumulation,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/BJMD6R8/SelfSelectFund
Artemis High Income Class I Quarterly Income,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/B2PLJN7/SelfSelectFund
Artemis Income (Exclusions) Class I Accumulation,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/B06J1S5/SelfSelectFund
Artemis Income Class I Accumulation,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/B2PLJH1/SelfSelectFund
