name,isin,url
JPMorgan India Growth & Income plc,GB0003450359,https://www.direct.aviva.co.uk/wealth/InvestmentTrustSearch/InvestmentTrustDetails/E0GBR01O5D/GB0003450359
JPMorgan Japanese Ord,GB0001740025,https://www.direct.aviva.co.uk/wealth/InvestmentTrustSearch/InvestmentTrustDetails/E0GBR00P1D/GB0001740025
JPMorgan UK Small Cap Growth & Income,GB00BF7L8P11,https://www.direct.aviva.co.uk/wealth/InvestmentTrustSearch/InvestmentTrustDetails/E0GBR00VGD/GB00BF7L8P11
JPMorgan US Smaller Companies Ord,GB00BJL5F346,https://www.direct.aviva.co.uk/wealth/InvestmentTrustSearch/InvestmentTrustDetails/E0GBR00VWF/GB00BJL5F346
Law Debenture Corporation Ord,GB0031429219,https://www.direct.aviva.co.uk/wealth/InvestmentTrustSearch/InvestmentTrustDetails/E0GBR0098P/GB0031429219
Lindsell Train Ord,GB00BNKDVV71,https://www.direct.aviva.co.uk/wealth/InvestmentTrustSearch/InvestmentTrustDetails/E0GBR01Q73/GB00BNKDVV71
Lowland Ord,GB00BNXGHS27,https://www.direct.aviva.co.uk/wealth/InvestmentTrustSearch/InvestmentTrustDetails/E0GBR009GD/GB00BNXGHS27
Majedie Investments Ord,GB0005555221,https://www.direct.aviva.co.uk/wealth/InvestmentTrustSearch/InvestmentTrustDetails/E0GBR009LZ/GB0005555221
Mercantile Ord,GB00BF4JDH58,https://www.direct.aviva.co.uk/wealth/InvestmentTrustSearch/InvestmentTrustDetails/E0GBR00VWI/GB00BF4JDH58
Mid Wynd International Inv Tr Ord,GB00B6VTTK07,https://www.direct.aviva.co.uk/wealth/InvestmentTrustSearch/InvestmentTrustDetails/F000000EYQ/GB00B6VTTK07
