name,isin,url
AXA World Funds SICAVs Digital Economy Class F (Hedged) Accumulation,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/BF442T5/SelfSelectFund
AXA World Funds SICAVs Robotech Class F Accumulation,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/BDFDVS9/SelfSelectFund
Aberforth UK Small Companies ABERFORTH UK SMALL-UNITS-GBP/D Accumulation,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/0007272/SelfSelectFund
Aberforth UK Small Companies ABERFORTH UK SMALL-UNITS-GBP/D Income,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/B2N9GS7/SelfSelectFund
Aegon AM Absolute Return Bond Class B Accumulation,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/B6SPX87/SelfSelectFund
Aegon AM Absolute Return Bond Class B Income,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/B4QJCV3/SelfSelectFund
Aegon AM Absolute Return Bond Class C Accumulation,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/B6SLQ64/SelfSelectFund
Aegon AM Diversified Growth Fund Class B Accumulation,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/B625LX4/SelfSelectFund
Aegon AM Diversified Monthly Income Class B Accumulation,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/BJFLQY6/SelfSelectFund
Aegon AM Diversified Monthly Income Class B Income,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/BJFLR10/SelfSelectFund
Amati Global Investors WS Amati Global Innovation Fund Class B Accumulation,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/BKVF3N7/SelfSelectFund
Amati Global Investors WS Amati Strategic Metals Fund Class B Accumulation,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/BMD8NV6/SelfSelectFund
Amati Global Investors WS Amati UK Listed Smaller Companies Fund Class B Accumulation,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/B2NG4R3/SelfSelectFund
Amova Asset Management Amova ARK Disruptive Innovation Fund Class D GBP  Accumulation,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/BN13PS1/SelfSelectFund
Amova Asset Management Amova Asia ex-Japan Fund Class D GBP  Accumulation,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/BDD0LP9/SelfSelectFund
Amova Asset Management Amova Global Equity Fund Class D GBP  Accumulation,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/BDD0LM6/SelfSelectFund
Amova Asset Management Amova Japan Value Fund Class A GBP Accumulation,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/BDB4YG5/SelfSelectFund
Amova Asset Management Amova Japan Value Fund Class D GBP Accumulation,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/BDD0LS2/SelfSelectFund
Amova Asset Management Amova Japan Value Fund Class D GBP Hedged Accumulation,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/BF591P8/SelfSelectFund
Atlantic House Defined Returns Class B Accumulation,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/BFLR220/SelfSelectFund
Atlantic House Defined Returns Class I Distribution 4% Shares GBP Income,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/BF2ZW34/SelfSelectFund
Atlantic House Dynamic Duration Fund Class A GBP Accumulation,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/BMY8S43/SelfSelectFund
Atlantic House Dynamic Duration Fund Class D Income,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/BMY8S54/SelfSelectFund
Atlantic House Uncorrelated Strategies Class A Hedged Accumulation,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/BNTJ5Q9/SelfSelectFund
Atlantic House Uncorrelated Strategies Class I Hedged Income,,https://www.direct.aviva.co.uk/wealth/FundChoice/SelfSelectFundsList/FundDetails/BNTJ5V4/SelfSelectFund
